VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour mai 2017,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Nom fournisseur,Date ,Numéro de,Montant de ,Description
,1199486,AMBIANCES AMBIGUES INC.,05-08-17,,"2 257,23",Service - Artiste musical
,1203750,ATELIERS ENVIROARTWORX S.E.N.C.,05-25-17,,"285,00","Service - Formation, animation d'atelier"
,1203098,AUDIO CINE FILMS INC,05-23-17,,"524,94",Service - Droit d'auteur
,1202921,AZUSA MATSUMOTO,05-19-17,,"325,00","Service - Formation, animation d'atelier"
,1201510,BRAULT & BOUTHILLIER LTEE,05-16-17,C 696958,"437,55","Papier, article de papeterie"
,1202862,,05-19-17,,"1 111,53","Papier, article de papeterie"
,1203023,,05-23-17,,"634,07",Fourniture de classement et de rangement
,1203100,,05-23-17,,"246,62",Tapis amovible
,1203127,,05-23-17,,"258,16","Matériel pour loisir, jeu"
"CARRIER, RAYMOND",1201584,CARMEN MAROIS,05-16-17,,"1 128,00","Service - Formation, animation d'atelier"
,1202910,CHAUSSURES BELMONT INC,05-19-17,,"152,18",Bottes de sécurité
,1199706,CONSEIL COMMUNAUTAIRE NDG INC.,05-09-17,,"1 500,00","Service - Formation, animation d'atelier"
,1197518,COOPERATIVE DE TAXI MONTREAL,05-01-17,,"262,47",Frais - Transport en taxi
,1199478,CREATIONS ESTELLE CLARETON,05-08-17,,"6 299,25",Service - Artiste de la scène
,1203123,DEMENAGEMENT LA CAPITALE,05-23-17,,"477,69",Service - Déménagement
,1199194,DEPOT ALIMENTAIRE NDG,05-08-17,,"4 199,50",Mobilier pour espace public et jardin
,1200376,DISTRIBUTION JORA COMPOST CANADA INC.,05-11-17,,"1 012,08",Compostage pour jardin communautaire
,1202873,DYNAMO THEATRE INC.,05-19-17,,"2 309,72",Service - Artiste de la scène
,1199772,FESTIVAL INTERNATIONAL DE LA LITTERATURE,05-09-17,,"709,72",Service - Artiste littéraire
,1203145,FESTIVAL INTERN. DU FILM POUR ENFANTS DE MTL,05-23-17,,"577,43",Service - Droit d'auteur
,1199785,FLAVIA GARCIA,05-09-17,,"1 700,00",Service - Artiste musical
,1203842,FONDATION METROPOLIS BLEU,05-25-17,,"125,00",Service - Artiste de la scène
,1202953,FRANCIS MARIN,05-23-17,,"1 700,00",Service - Production d'élément d'exposition
,1202985,FRANCOIS CHOLETTE,05-23-17,,"300,00",Service - Artiste musical
,1203048,HENNA BY SHANTA,05-23-17,,"160,00","Service - Formation, animation d'atelier"
,1197954,JEAN-FELIX MAILLOUX ENR.,05-02-17,,"2 099,75",Service - Artiste musical
,1203944,JEAN-MAXIME DUFRESNE,05-25-17,,"979,00",Service - Artiste visuel
,1202915,JEUNESSES MUSICALES CANADA,05-19-17,,"183,73","Service - Formation, animation d'atelier"
,1203820,JULIEN LEBLOND,05-25-17,,"5 165,38",Réparation/Entretien - Équipement de scène
,1199730,KIDS CODE JEUNESSE,05-09-17,,"750,00","Service - Formation, animation d'atelier"
,1203099,LE GROUPE QUADRISCAN,05-23-17,,"1 233,60",Service - Impression
,1202832,LES ENTREPRISES DANIEL ROBERT INC.,05-19-17,,"1 968,52",Service - Entretien paysager
,1203152,LES FILMS DU 3 MARS,05-23-17,,"423,10",Service - Droit d'auteur
,1203767,LES PRODUCTIONS ONDINNOK INC.,05-25-17,,"1 574,81",Service - Artiste de la scène
,1203094,LYNDA GUERIN,05-23-17,,"315,00",Service - Artiste littéraire
,1203858,MARIE-DOUCE ST-JACQUES,05-25-17,,"979,00",Service - Artiste visuel
,1202715,MARIE-PIERRE NORMAND,05-19-17,,"300,00","Service - Formation, animation d'atelier"
,1202959,,05-23-17,,"2 062,34",Matériel artistique
,,,05-23-17,,"1 000,00",Réparation/Entretien - Équipement de scène
,,,05-23-17,,"1 250,00","Service - Formation, animation d'atelier"
,1199497,MEIKLE MUSIK,05-08-17,,"150,00",Service - Artiste musical
,1202689,M V SONORISATION INC.,05-19-17,,"1 165,18",Appareil électronique
,1202887,,05-19-17,,"263,47",Composante électronique
,1199767,NANCY L DAIGNEAULT,05-09-17,,"524,94",Service - Artiste de la scène
,1202949,NIKKI MIDDLEMISS,05-23-17,,"1 957,00",Service - Organisation d'expositions
"CARRIER, RAYMOND",1203761,OMBRES FOLLES,05-25-17,,"1 154,86",Service - Artiste de la scène
,1199692,PARKINSON MONTREAL-LAVAL,05-09-17,,"200,00",Service - Artiste littéraire
,1199717,PAUL AUDY,05-09-17,,"236,22",Service - Artiste musical
,1200273,PLANTERRA LTEE,05-10-17,,"944,89",Service - Entretien paysager
,1200747,,05-12-17,,"1 942,27",Service - Entretien paysager
,1200755,,05-12-17,,"2 494,50",Service - Entretien paysager
,1200761,,05-12-17,,"2 257,23",Service - Entretien paysager
,1202918,PRODUCTIONS AEM,05-19-17,,"1 049,87",Réparation/Entretien - Équipement de scène
,,,05-19-17,,"2 099,75",Matériel artistique
,,,05-19-17,,"1 312,34","Service - Formation, animation d'atelier"
,1197359,PUBLICITE SAUVAGE INC.,05-25-17,,"1 469,82",Service - Photographie
,1203157,RANDOLPH PUB LUDIQUE INC.,05-23-17,,"236,22",Service - Artiste littéraire
,1199469,RENEE ROBITAILLE,05-08-17,,"944,89",Service - Artiste littéraire
,1202995,,05-23-17,,"1 312,34","Service - Formation, animation d'atelier"
,,,05-23-17,,"1 049,87","Service - Scénographie, éclairage et sonorisation"
,,,05-23-17,,"2 099,75",Matériel artistique
,1203738,ROSANNE PETRARCA,05-25-17,,"300,00",Service - Artiste de la scène
,1198113,ROULEAUX DE PAPIER & RUBANS J.L. INC.,05-03-17,,"1 260,00","Papier, article de papeterie"
,1203884,SABRINA RATTE,05-25-17,,"979,00",Service - Artiste visuel
,1200359,SERVICES D'IMPRIMERIE AVANTAGES INC.,05-11-17,,"813,66",Affiches
,1203755,STE QUEBECOISE D'ENSEMBLE-CLAVIERS,05-25-17,,"1 700,00",Service - Artiste visuel
,,,05-25-17,,"2 000,00",Service - Artiste musical
,1199777,SOEURS SCHMUTT,05-09-17,,"2 624,69",Service - Artiste de la scène
,1202834,SOLOTECH INC,05-19-17,,"6 125,13",Pièces et accessoires électriques
,1202859,,05-19-17,,"8 756,65",Pièces et accessoires électriques
,1201529,STEVEN ROSENSTEIN,05-16-17,,"300,00","Service - Formation, animation d'atelier"
,1199187,TENAQUIP LIMITED,05-08-17,,"822,03",Accessoire et fourniture de mobilier de bureau
,1203079,,05-23-17,,"1 369,71",Fourniture spécialisée - Brigadier
,1199775,"TENON MORTAISE, COMPAGNIE DE THEATRE-DANSE",05-09-17,,"1 350,00",Service - Artiste de la scène
,1199760,UNIVERSITE MCGILL,05-09-17,,"472,44","Service - Formation, animation d'atelier"
,1203889,VIRGINIE LAGANIERE,05-25-17,,"979,00",Service - Artiste visuel
,1203771,YOGA TOUT,05-25-17,,"209,97","Service - Formation, animation d'atelier"
"DESJARDINS, STEVE",1204220,ASSISTANCE TECHNIQUE DE SECURITE (ATS),05-29-17,,"159,66",Serrurerie et accessoires de portes et fenêtres
,1202984,DEMOLIPRO INC.,05-23-17,,"1 664,19",Travaux de démolition
,1202676,ENVELOPPE LAURENTIDE INC,05-19-17,,"1 049,87",Service - Impression
,1198442,SINISTRE MONTREAL,05-03-17,,"742,90","Clôture, barricade"
"DUPLANTIE, SYLVIA-ANNE",1200358,ASS. QUEBECOISE DES TRANSPORTS,05-11-17,,"789,51",Frais - Inscription pour colloque
,1198792,AVEC PLAISIRS,05-04-17,,"199,48",Service - Traiteur
,1201864,LUNCH INSOLITE,05-17-17,,"233,07",Service - Traiteur
,1198297,STEPHANIE GALELLA,05-03-17,,"3 570,00",Conseiller en protection du patrimoine
"FRAPPIER, GENEVIEVE",1203799,CENTAURECOM INC.,05-25-17,,"1 037,80",Vêtement de travail
,1201648,DISCOUNT LOCATION D'AUTOS ET CAMIONS,05-16-17,,"6 063,03",Location – Automobile
,1198109,LEDUC SECURITE,05-02-17,,"364,31",Réparation/Entretien - Système de contrôle et de surveillance
,1198509,LOISIRS SPORTIFS CDN – NDG,05-04-17,,"1 050,00","Service - Formation, animation d'atelier"
,1200837,PRODUITS SANY,05-12-17,1048199,"217,22",Produit d'entretien
,1201318,,05-15-17,1048199,"365,98",Produit et équipement d'entretien
,1203449,,05-24-17,1048199,"297,53",Produit et équipement d'entretien
,1204482,,05-29-17,1048199,"108,50",Produit et équipement d'entretien
,1201480,SODEM INC.,05-17-17,,"8 339,41",Location - Terrain
,1197951,SOLOTECH INC,05-02-17,,"221,79","Service - Scénographie, éclairage et sonorisation"
,1202919,SOS CARDIAQUE INC,05-19-17,,"288,72",Service - Formation en santé et sécurité
,1202411,UBA INC.,05-18-17,1177548,"7 650,44",Traitement de l'eau
"GAUDREAULT, SONIA",1204788,ASS. PARITAIRE SANTE & SECURITE AFF. MUNIC.,05-30-17,,"76,50",Frais - Inscription pour colloque et conférence
,1204791,CSPQ-S/CE DE LA DISTRIBUTION DOCUMENTAIRE,05-30-17,,"4 499,94",Service - Téléphonie cellulaire
,1201496,SOCIETE ENVIRONNEMENTALE CDN,05-16-17,,"2 739,41",Service - Organisation d'évènement corporatif
,1201483,DEPOT ALIMENTAIRE NDG,05-16-17,,"3 000,00",Service - Organisation d'évènement corporatif
,1183893,JEUNESSE BENNY,05-24-17,,"6 391,93",Service - Organisation d'activités sportives
,1200852,TOSHIBA SOLUTIONS D'AFFAIRES,05-12-17,,"4 476,67",Location - Photocopieur
"GENDRON, DENIS",1204384,LES CONSTRUCTIONS ARGOZY INC.,05-29-17,,"11 023,69",Service - Aménagement paysager
,1202944,MUSCO SPORTS LIGHTING CANADA CO.,05-23-17,,"2 322,32","Service - Installation, gestion, entretien"
"HOOPER, CHANTAL",1199291,3289419 CANADA (COLLINS),05-08-17,,"1 312,34",Bottes de travail
,1200027,ABC ENVIRONNEMENT INC.,05-10-17,,"1 289,77",Service - Traitement/valorisation de matières organiques
,1198267,ASS. PARITAIRE SANTE & SECURITE AFF. MUNIC.,05-03-17,,"459,00",Service - Formation en santé et sécurité
,1198849,ARBO-DESIGN INC.,05-05-17,,"3 674,56","Service - Abattage, émondage, élagage"
,1198454,CEGEP DE SAINT-LAURENT,05-03-17,,"5 879,30",Service - Formation en santé et sécurité
,1199812,CENTRE DE SERVICES PARTAGES DU QUEBEC,05-09-17,,"524,94",Mises à jour de Normes-Ouvrages routiers
,1199816,,05-09-17,,"209,97",Mises à jour de Normes-Ouvrages routiers
,1179137,CENTRE DE TELEPHONE MOBILE LTEE,05-02-17,,"2 519,70",Location - Appareil de communication
,1197933,COSME,05-02-17,,"2 284,88","Support, renfort et équerre"
,1178034,EMBOUTEILLAGE CETO INC.,05-10-17,C1055943,"1 270,35",Eau potable - Mesure d'urgence
,1198087,ENTREPRISE ROBERT GREEN INC,05-02-17,,"1 311,29",Bois de construction
,1202044,EQUIPEMENTS DE SECURITE HOTTE INC,05-17-17,,"160,63",Accessoire vestimentaire
,1198348,FONDERIE LAPERLE DIR. TUYAUTERIES CANADA LTEE,05-03-17,1005686,"4 161,73",Puisard et chambre de vanne
,1199601,,05-09-17,1005686,"8 474,93",Puisard et chambre de vanne
,1198692,GESTION NOVAFOR INC.,05-04-17,,"377,81",Bottes de travail
,1198089,GLOCO INC.,05-02-17,,"1 670,72",Graine et semence
,1199210,GROUPE CAMERON,05-08-17,,"1 679,80","Service - Extermination, fumigation"
,1199797,JEAN GUGLIA & FILS ENR.,05-09-17,,"57,11",Équipement de protection
,1199798,LES DECORATEURS DE MONTREAL INC.,05-09-17,,"1 290,72",Teinture et vernis
,1199799,LES EQUIPEMENTS RAPCO INC,05-09-17,,"94,44","Matériel de fixation, clou, vis"
,1196560,LOCATION GAMMA INC.,05-04-17,,"64,01",Accessoire et pièce de remplacement pour machinerie
,1199628,,05-09-17,,"2 099,75",Gaz comprimé
"HOOPER, CHANTAL",1199792,MAGASIN MYRLANIE INC. - CANADIAN TIRE,05-09-17,,"524,94",Accessoires et pièces de remplacement pour outil
,1199998,MP REPRODUCTIONS INC.,05-10-17,,"583,17",Service - Impression
,1199789,PUROLATOR COURRIER LTEE,05-09-17,,"241,47","Service - Postal, messagerie"
,1199751,"RICCI, TEASDALE HUISSIERS DE JUSTICE INC.",05-09-17,,"498,69",Huissier de justice
,1199782,SERRUMAX INC,05-09-17,,"997,38",Service - Serrurier
,1198398,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,05-03-17,1191511,"8 884,05",Puisard et chambre de vanne
,1198414,,05-03-17,,"2 477,70",Puisard et chambre de vanne
,1188351,TENAQUIP LIMITED,05-04-17,,"13,35",Frais de transport
,1179139,UNIVERSAL FIELD SUPPLIES,05-04-17,,"20,85",Frais de transport
,1199807,,05-09-17,,"433,02",Accessoires vestimentaires
,1199794,VERMEER CANADA INC.,05-09-17,,"612,60",Accessoires et pièces de remplacement pour outil
"PLANTE, STÉPHANE",1154220,ADT DEMENAGEMENT & ENTREPOSAGE INC,05-01-17,,"566,93",Service – Déménagement
,1180926,ASPHALTE SAINT-PATRICK INC,05-02-17,,"2 523,56","Asphalte, bitume"
,1199027,ASSOCIATION DES GENS D'AFFAIRES DE CDN,05-05-17,,"15 000,00","Service - Recherche, étude de marché"
,1117358,CARDIN RAMIREZ JULIEN INC.,05-11-17,,"661,42",Ingénieur civil - Structure de bâtiment
,1203458,CENTRE D'ECOLOGIE URBAINE DE MONTREAL,05-24-17,,"6 540,72",Gestionnaire de projet
,1186045,CENTRE DE SERVICES PARTAGES DU QUEBEC,05-04-17,,"104,99",Service - Téléphonie cellulaire
,1203015,COMMISSION SCOLAIRE DE MTL (CSDM),05-23-17,,"10 000,00","Service - Formation, animation d'atelier"
,1200508,COPIE 2000,05-11-17,,"297,11",Service - Impression
,1204003,DE BONS PETITS PLATS... PRET A MANGER CUISINE INC.,05-26-17,,"225,72",Service - Traiteur
,1204004,CENTRE DE FORMATION INTEGREE INC.,05-26-17,,"624,68",Formation en développement organisationnel et technique
,1200425,IMPRIMERIE F.L. WEB INC.,05-11-17,,"13 940,24",Service - Impression
,1201087,LES PEPINIERES JASMIN LTEE,05-15-17,,"753,76",Service - Fleuriste
,1198428,NEOLECT INC.,05-03-17,,"13 358,20",Entrepreneur en électricité
,1204612,PAYSAGEMENT BELLE ROCAILLE,05-30-17,,"2 099,74",Entrepreneur en ouvrages métalliques
,1203372,TECNIMA INC,05-24-17,,"1 595,55",Entrepreneur en bâtiments de tout genre
,1202674,"VALIQUETTE, MARTIN, MONTMARQUETET ASSOCIES INC.",05-19-17,,"9 131,33",Évaluateur agréé
"REEVES, GENEVIÈVE",1202672,2946-8980 QUEBEC INC.,05-19-17,,"25,20",Frais de stationnement
,1186058,CENTRE DE SERVICES PARTAGES DU QUEBEC,05-29-17,,"1 994,76",Service - Téléphonie cellulaire
,1202673,ENVELOPPE LAURENTIDE INC,05-19-17,,"330,71",Service - Impression
,1194160,LES EDITIONS YVON BLAIS INC,05-08-17,,"132,05",Mise à jour
,1180678,LES TRADUCTIONS TERRY KNOWLES INC.,05-24-17,,"2 624,69","Service - Rédaction, révision"
,1201204,MP REPRODUCTIONS INC.,05-15-17,,"262,47",Service - Impression
,1201203,SOLUTIONS DOCUMENTAIRES GESTAR INC.,05-15-17,,"1 145,41",Logiciel et progiciel
,1201198,L'ASSOCIATION DE TAXI DIAMOND DE MTL LTEE,05-15-17,,"262,47",Service - Transport en taxi
,1201205,TELUS MOBILITE,05-15-17,,"524,94",Service - Téléphonie cellulaire
,1194161,WOLTERS KLUWER QUEBEC LTEE,05-08-17,,"20,00",Frais de transport
"TASSE, RICHARD",1202074,ACKLANDS - GRAINGER INC.,05-17-17,,"1 853,44",Outil à batterie
,1204093,,05-26-17,,"183,55",Outil manuel
,1204107,EQUIPEMENTS DE SECURITE HOTTE INC,05-26-17,,"78,57",Vêtement de travail
,1201380,EQUIPEMENTS STINSON (QUEBEC) INC.,05-15-17,,"2 339,38",Peinture - résidentielle et industrielle
"TASSE, RICHARD",1201300,GESTION NOVAFOR INC.,05-15-17,,"118,07",Vêtement de travail
,,,05-15-17,,"73,16",Outil manuel
,1204101,,05-26-17,,"363,35",Outil manuel
,,,05-26-17,,"566,89",Équipement de protection
,1201973,KELLY SANI-VAC INC,05-25-17,1201908,"2 716,55",Location - Toilette chimique
,1203626,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203636,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203658,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203663,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203667,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203669,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203704,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203711,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203715,,05-25-17,1201908,"470,87",Location - Toilette chimique
,1203846,LA MAISON DU PEINTRE,05-25-17,,"499,38",Accessoires et fourniture de peinture
,1202290,LE GROUPE J.S.V. INC,05-18-17,,"283,47",Échelle et escabeau
,1202527,LES EQUIPEMENTS RAPCO INC,05-18-17,,"91,04","Matériel de fixation, clou, vis"
,1201324,PRODUITS SANY,05-15-17,1048199,"428,99",Produit et équipement d'entretien
,1202384,SECURITE LANDRY INC,05-18-17,,"937,11",Outil manuel
,,,05-18-17,,"381,89",Botte de travail
,1201783,SERVICES MATREC INC.,05-16-17,,"4 000,03",Location - Toilettes chimiques
,1203781,SPECIALITE GRACO,05-25-17,,"214,96",Réparation/Entretien - Équipement d'aménagement paysager
,1201250,VERMEER CANADA INC.,05-15-17,,"385,26",Accessoire vestimentaire
"THERRIEN, MICHEL",1201145,AGENCE DOUBLE XPRESSO INC.,05-15-17,,"1 338,59","Service - Infographie, graphisme"
,1201064,ASSOCIATION DES GENS D'AFFAIRES DE CDN,05-15-17,,"3 000,00",Service - Production multimédia
,1204336,CATHERINE DUBOIS,05-29-17,,"2 500,00",Service - Photographie
,1201081,CNW-TELBEC INC,05-15-17,,"300,26",Service - Distribution
,1199240,GROUPE DE SECURITE GARDA SENC,05-08-17,,"544,36","Service - Agence de sécurité, gardiennage"
,1201142,IMPRIMERIE REFLET LTEE,05-15-17,,"2 934,40","Service - Infographie, graphisme"
,1199565,JEAN BEAUDIN,05-09-17,,"5 000,00","Service - Infographie, graphisme"
,1199368,LAMCOM TECHNOLOGIES INC.,05-08-17,,"890,61","Service - Infographie, graphisme"
,1201520,LE DIPLOMATE AUDIOVISUEL,05-16-17,,"679,27",Location - Équipement d'éclairage et de sonorisation
,1204624,REDA BENKOULA,05-30-17,,"630,00",Service - Placement média d'avis public
,1199219,ROBERT DEVOST GRAPHISTE INC.,05-08-17,,"377,95","Service - Infographie, graphisme"
,1197972,ROULEAUX DE PAPIER & RUBANS J.L. INC.,05-02-17,,"314,65","Papier, article de papeterie"
,1198424,SERVICES D'EXPOSITION POP IN,05-03-17,,"1 737,54",Matériel pour communication graphique
,1202276,SISCA SOLUTIONS D'AFFAIRES CANADA INC.,05-18-17,,"162,73",Service – Impression
,1198968,THE GAZETTE,05-05-17,,"377,95",Abonnement annuel
,1199253,TRADUCTIONS TOM DONOVAN INC.,05-08-17,,"236,54","Service - Rédaction, révision"
"TROTTIER, PASCAL",1202880,AECOM CONSULTANTS INC,05-19-17,,"1 167,46",Ingénieur civil - Circulation et transport
,1203476,ASSOCIATION QUEBECOISE DES TRANSPORTS,05-24-17,,"889,24",Formation en développement organisationnel et technique
,1199773,COMPUGEN INC.,05-09-17,1163303,"559,92",Ordinateur et accessoire
,1204761,PUROLATOR COURRIER LTEE,05-30-17,,"314,96","Service - Postal, messagerie"
