"Parti politique autorisé","Date de la transaction","Nom et adresse du fournisseur*","Montant avant taxes","TPS","TVQ","Montant total","N° de pièce justificative"
"Coalition Montréal",2014-09-07,"The Gazette","74,28","3,71","7,41","85,40","RS 2014-11-2"
"Coalition Montréal",2014-09-24,"Salaire","1645,33",,,"1645,33","RS 2014-11-3"
"Coalition Montréal",2014-09-25,"Les affaires","51,90","2,72","5,33","59,95","RS 2014-11-7"
"Coalition Montréal",2014-09-25,"Salaire","450,00",,,"450,00","RS 2014-11-4"
"Coalition Montréal",2014-09-25,"Salaire","360,00",,,"360,00","RS 2014-11-6"
"Coalition Montréal",2014-09-25,"The Globe and Mail","478,92","23,95","47,77","550,64","RS 2014-11-5"
"Coalition Montréal",2014-10-08,"centre de perfectionnement linguistique","225,00",,,"225,00",
"Coalition Montréal",2014-10-08,"Jamaica Association Mtl","250,00",,,"250,00","RS 2014-11-9"
"Coalition Montréal",2014-10-08,"Voice of Community Publishing","218,00","10,90","21,75","250,65","RS 2014-11-8"
"Coalition Montréal",2014-10-22,"Le devoir","183,04","9,15","18,26","210,45","RS 2014-11-10"
"Coalition Montréal",2014-10-22,"Salaire","807,40",,,"807,40","RS 2014-11-13"
"Coalition Montréal",2014-11-07,"Salaire","1400,00",,,"1400,00","RS 2014-11-14"
"Coalition Montréal",2014-11-07,"Salaire","320,00",,,"320,00",
"Coalition Montréal",2014-11-13,"The Gazette","360,00","18,00","35,91","413,91",
"Coalition Montréal",2014-12-08,"actualités cdn","325,00","16,25","32,42","373,67",
"Coalition Montréal",2014-12-08,"canadian pinoy radio montreal","300,00",,,"300,00",
"Coalition Montréal",2014-12-08,"corporation theatre outremont","250,00",,,"250,00",
"Coalition Montréal",2014-12-08,"famas inc","150,00",,,"150,00",
"Coalition Montréal",2014-12-08,"léger conseil","6579,00","328,95","656,26","7564,21",
"Coalition Montréal",2014-12-08,"Marie-Paul Lagué","137,50","6,88","13,72","158,10",
"Coalition Montréal",2014-12-08,"Salaire","800,00",,,"800,00",
"Coalition Montréal",2014-12-08,"voice of community publishing","218,00","10,90","21,75","250,65",
"Coalition Montréal",2014-12-15,"chambre commerce mtl","1247,47",,,"1247,47",
"Coalition Montréal",2014-12-15,"collège gilmore international","250,00",,,"250,00","RS 2014-9-01"
"Coalition Montréal",2014-12-15,"cvta-actu","4725,00",,,"4725,00",
"Coalition Montréal",2014-12-15,"léger conseil","3240,98","162,05","323,31","3726,34",
"Coalition Montréal",2014-12-15,"Salaire","2800,00",,,"2800,00",
"Coalition Montréal",2014-12-15,"tc média progrès villeray","1522,00","76,10","151,82","1749,92","RS 2014-9-02"
"Coalition Montréal",2014-12-31,"atelier barda","2462,50","123,13","245,63","2831,26","RS 2014-9-03"
"Coalition Montréal",2014-12-31,"donor perfect","300,00","15,00","29,93","344,93","ap 9 2014-02"
"Coalition Montréal",2014-12-31,"donor perfect","300,00","15,00","29,93","344,93","ap 9 2014-03"
"Coalition Montréal",2014-12-31,"Etienne Brunet","248,09","12,40","24,75","285,24","RS 2014-10-05"
"Coalition Montréal",2014-12-31,"Etienne Brunet","32,20","1,61","3,21","37,02","RS 2014-10-06"
"Coalition Montréal",2014-12-31,"groupe tgd ","415,00","20,75","35,73","471,48","ap 9 2014-01"
"Coalition Montréal",2014-12-31,"léger","6566,00","328,30","654,96","7549,26","RS 2014-9-06"
"Coalition Montréal",2014-12-31,"Marvin Rotrand","210,30","10,52","20,98","241,80","RS 2014-10-02"
"Coalition Montréal",2014-12-31,"Marvin Rotrand","425,88","21,29","42,48","489,65","RS 2014-10-03"
"Coalition Montréal",2014-12-31,"Me André Cordeau inc","640,00","32,00","63,85","735,85","ap 9 2014-04"
"Coalition Montréal",2014-12-31,"repro et impression","702,00","35,10","70,02","807,12","RS 2014-9-10"
"Coalition Montréal",2014-12-31,"Salaire","1000,00",,,"1000,00","RS 2014-9-07"
"Coalition Montréal",2014-12-31,"Salaire","1800,00",,,"1800,00","RS 2014-9-08"
"Coalition Montréal",2014-12-31,"semainier paroissial","600,00","30,00","59,85","689,85","RS 2014-10-04"
"Coalition Montréal",2014-12-31,"tc média ","574,00","28,70","57,25","659,95","RS 2014-9-11"
"Coalition Montréal",2014-12-31,"vhorer alo inc","250,00",,,"250,00","RS 2014-9-04"
"Edgar Rouleau",2014-10-31,"Association des municipalités de banlieue","11987,37",,,"11987,37","1"
"Edgar Rouleau",2014-12-31,"research and secretarial expenses assoc munic banlieue 31 décembre 2017","2582,63",,,"2582,63",
"Edward Janiszewski",2014-10-31,"research and secretarial expenses assoc munic banlieue","10561,64","479,37","946,36","11987,37",1
"Edward Janiszewski",2014-12-31,"research and secretarial expenses assoc munic banlieue 31 décembre 2014","2582,63",,,"2582,63",1
"Équipe Dauphin Lachine",2014-05-06,"Emile  Lamontagne","1356,25","4,06","8,11","1368,42",
"Équipe Dauphin Lachine",2014-05-06,"Salaire","700,00",,,"700,00",
"Équipe Dauphin Lachine",2014-05-06,"Salaire","1000,00",,,"1000,00",
"Équipe Dauphin Lachine",2014-06-06,"Salaire","300,00",,,"300,00",6
"Équipe Dauphin Lachine",2014-06-06,"Salaire","700,00",,,"700,00",7
"Équipe Dauphin Lachine",2014-06-06,"Salaire","1000,00",,,"1000,00",8
"Équipe Dauphin Lachine",2014-07-14,"Salaire","1050,00",,,"1050,00",11
"Équipe Dauphin Lachine",2014-07-14,"Salaire","450,00",,,"450,00",12
"Équipe Dauphin Lachine",2014-07-14,"Salaire","1500,00",,,"1500,00",13
"Équipe Dauphin Lachine",2014-09-09,"p morin courties en assurance inc","435,39",,,"435,39",15
"Équipe Dauphin Lachine",2014-09-14,"Salaire","2000,00",,,"2000,00",17
"Équipe Dauphin Lachine",2014-09-14,"Salaire","600,00",,,"600,00",18
"Équipe Dauphin Lachine",2014-09-14,"Salaire","1400,00",,,"1400,00",19
"Équipe Dauphin Lachine",2014-10-16,"pabeco inc","3900,00",,,"3900,00",21
"Équipe Dauphin Lachine",2014-10-20,"Salaire","1250,00",,,"1250,00",22
"Équipe Dauphin Lachine",2014-10-20,"Salaire","875,00",,,"875,00",23
"Équipe Dauphin Lachine",2014-10-20,"Salaire","375,00",,,"375,00",24
"Équipe Dauphin Lachine",2014-11-09,"Salaire","3500,00",,,"3500,00",25
"Équipe Dauphin Lachine",2014-11-10,"mobius4","4500,00",,,"4500,00",26
"Équipe Dauphin Lachine",2014-11-26,"Salaire","1050,00",,,"1050,00",29
"Équipe Dauphin Lachine",2014-11-26,"Salaire","450,00",,,"450,00",30
"Équipe Dauphin Lachine",2014-11-26,"Salaire","1500,00",,,"1500,00",31
"Équipe Dauphin Lachine",2014-11-28,"Mobius4","1500,00",,,"1500,00",28
"Équipe Dauphin Lachine",2014-12-21,"Salaire","525,00",,,"525,00",32
"Équipe Dauphin Lachine",2014-12-21,"Salaire","750,00",,,"750,00",33
"Équipe Dauphin Lachine",2014-12-21,"Salaire","225,00",,,"225,00",34
"Équipe Denis Coderre pour Montréal",2014-03-07,"Collège André Grasset (loc. salle fact. #166127)","180,00","9,00","17,96","206,96","DRS-4"
"Équipe Denis Coderre pour Montréal",2014-03-14,"Collège André Grasset (loc. salle fact. #166184)","166,50","8,33","16,61","191,43","DRS-14"
"Équipe Denis Coderre pour Montréal",2014-03-18,"Jennifer Crane","2700,00","135,00","269,33","3104,33","DRS-1"
"Équipe Denis Coderre pour Montréal",2014-04-03,"Jennifer Crane","2700,00","135,00","269,33","3104,33","DRS-2"
"Équipe Denis Coderre pour Montréal",2014-04-18,"Jennifer Crane","2700,00","135,00","269,33","3104,34","DRS-3"
"Équipe Denis Coderre pour Montréal",2014-04-27,"Jacques Monette (remb. Prêt / intérêt-prêt)","55,08",,,"55,08","DRS-9"
"Équipe Denis Coderre pour Montréal",2014-04-28,"Eric Gibouleau (remb. Prêt / intérêt-prêt)","110,97",,,"110,97","DRS-12"
"Équipe Denis Coderre pour Montréal",2014-04-28,"Frais de négociation","396,00",,,"396,00","DRS-8"
"Équipe Denis Coderre pour Montréal",2014-04-28,"Jean-Pierre Guay (remb. Prêt / intérêt-prêt)","110,97",,,"110,97","DRS-11"
"Équipe Denis Coderre pour Montréal",2014-04-28,"Paul Lavallée (remb. Prêt / intérêt-prêt)","110,97",,,"110,97","DRS-10"
"Équipe Denis Coderre pour Montréal",2014-04-28,"Robert Sabourin (remb. Prêt / intérêt-prêt)","110,97",,,"110,97","DRS-13"
"Équipe Denis Coderre pour Montréal",2014-04-29,"Frais de commission","216,69",,,"216,69","DRS-7"
"Équipe Denis Coderre pour Montréal",2014-05-01,"Jennifer Crane","2700,00","135,00","269,33","3104,34","DRS-15"
"Équipe Denis Coderre pour Montréal",2014-05-03,"Bernard Gagné (Petite Caisse dép. bureau)","219,56","10,98","21,90","252,44","DRS-17"
"Équipe Denis Coderre pour Montréal",2014-05-03,"D. & S. Décors Inc. (Facture #2712 solde à payer)","11250,00","562,50","1122,19","12934,69","DRS-26"
"Équipe Denis Coderre pour Montréal",2014-05-03,"Gilbert Decoste (Hon. Prof. 13 janvier au 2 mai 2014)","25593,76","1279,69","2552,98","29426,43","DRS-24"
"Équipe Denis Coderre pour Montréal",2014-05-14,"Jennifer Crane","2700,00","135,00","269,33","3104,34","DRS-16"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Bernard Gagné","318,70","15,94","31,79","366,43","DRS-19"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Gilbert Decoste","1775,31","88,77","177,10","2041,18","DPS-27"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Guiseppe Barbieri","147,22","7,36","14,69","169,27","DRS-20"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Josette Lévesques","530,06","26,50","52,87","609,44","DRS-21"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Robert Richard (Petite Caisse)","7,15","0,36","0,71","8,22","DRS-18"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Robert Richard CPA, CA (Hon.Représentant Officiel","4650,00","232,50","463,84","5346,34","DRS-23"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Salaire","303,71",,,"303,71","DPS-28"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Salaire","2449,40",,,"2449,40","DPS-31"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Salaire","399,20",,,"399,20","DPS-30"
"Équipe Denis Coderre pour Montréal",2014-05-19,"Salaire","573,71",,,"573,71","DPS-29"
"Équipe Denis Coderre pour Montréal",2014-05-21,"Maison du peintre (petite caisse) (fact,0002641)","386,62","19,33","38,57","444,52","DRS-22"
"Équipe Denis Coderre pour Montréal",2014-05-26,"Fournitures de Bureau Denis","6907,18","345,36","688,99","7941,53","DRS-25"
"Équipe Denis Coderre pour Montréal",2014-05-31,"Jennifer Crane (fact. #19 hon. 16 au 30 juin)","2850,00","142,50","284,29","3276,79","DPS-32"
"Équipe Denis Coderre pour Montréal",2014-06-02,"Interconexions LD (téléphone du local #207","702,45","35,12","70,07","807,64","DPS-33"
"Équipe Denis Coderre pour Montréal",2014-06-04,"Fournitures Bureau Denis local #207","1781,95","89,10","177,75","2048,80","DPS-34"
"Équipe Denis Coderre pour Montréal",2014-06-04,"Fournitures Bureau Denis local #207","942,15","47,11","93,98","1083,24","DPS-35"
"Équipe Denis Coderre pour Montréal",2014-06-06,"D.A.S. Provincial sur salaire","2283,26",,,"2283,26","DPS-36"
"Équipe Denis Coderre pour Montréal",2014-06-10,"D.A.S. Fédéral sur salaire","1355,39",,,"1355,39","DPS-37"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Fournitures Bureau Denis local #207","323,95","16,20","32,31","372,46","DPS-42"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Jennifer Crane (fact. #20 hon. 1 au 15 juin)","1995,01","99,75","199,00","2293,76","DPS-43"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Salaire","567,23",,,"567,23","DPS-40"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Salaire","2459,97",,,"2459,97","DPS-38"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Salaire","412,72",,,"412,72","DPS-41"
"Équipe Denis Coderre pour Montréal",2014-06-16,"Salaire","610,46",,,"610,46","DPS-39"
"Équipe Denis Coderre pour Montréal",2014-06-18,"LJT Avocats (Bail commercial local #207)","2762,90","138,15","275,60","3176,64","DPS-42"
"Équipe Denis Coderre pour Montréal",2014-06-23,"Gestions Planeta s.e.c.","618,53","30,93","61,70","711,15","DPS-46"
"Équipe Denis Coderre pour Montréal",2014-06-23,"Petite caisse dépenses local #207","1297,61","64,88","129,44","1491,93","DPS-45"
"Équipe Denis Coderre pour Montréal",2014-06-24,"Bureau en Gros local #207","139,40","6,97","13,91","160,28","DPS-51"
"Équipe Denis Coderre pour Montréal",2014-06-24,"Interconexions LD (téléphone du local #207","2107,28","105,36","210,20","2422,85","DPS-47"
"Équipe Denis Coderre pour Montréal",2014-06-24,"Petite caisse dépenses local #207","339,61","16,98","33,88","390,47","DPS-48"
"Équipe Denis Coderre pour Montréal",2014-06-24,"Petite caisse dépenses local #207","206,91","10,35","20,64","237,89","DPS-50"
"Équipe Denis Coderre pour Montréal",2014-06-24,"Virgin Mobile (dép. cell. en attente du téléphone)","186,97","9,35","18,65","214,97","DPS-49"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Jennifer Crane (hon. Du 16 au 30 juin fact. #21)","2850,00","142,50","284,29","3276,79","DPS-57"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Robert Richard CPA,CA (Représenant Officiel)","2400,00","120,00","239,40","2759,40","DPS-52"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Salaire","550,86",,,"550,86","DPS-54"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Salaire","2459,97",,,"2459,97","DPS-53"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Salaire","408,38",,,"408,38","DPS-56"
"Équipe Denis Coderre pour Montréal",2014-06-30,"Salaire","595,83",,,"595,83","DPS-55"
"Équipe Denis Coderre pour Montréal",2014-07-03,"Les Cadres & Moulures Majestic 5435 boul. Industriel Mtl (Qc) H1G 3H7","226,29","11,31","22,57","260,18","DRS-61"
"Équipe Denis Coderre pour Montréal",2014-07-04,"CVS Central Vidéo Système de Haute Technologie 6165 Couture, St-Léonard (Qc) H1P 3G7","3573,00","178,65","356,41","4108,06","DRS-72"
"Équipe Denis Coderre pour Montréal",2014-07-06,"Interconnexions LD 1675 rue Sidbec-Sud Trois-Rivières (Qc) G8Z 4M6","651,76","32,59","65,01","749,36","DRS-63"
"Équipe Denis Coderre pour Montréal",2014-07-06,"Vidéotron #75397888-001-5 Service à la clientèle Affaires CP 11078 succ. Centre Ville Mtl. H3C 5B7","771,06","38,55","76,91","886,53","DRS-62"
"Équipe Denis Coderre pour Montréal",2014-07-07,"Gestion Planeta s.e.c. 1100 boul. Crémazie Est Montréal (Qc) H2P 2X2 ","300,00","15,00","29,93","344,93","DRS-64"
"Équipe Denis Coderre pour Montréal",2014-07-08,"D.A.S. Fédéral sur salaires","3924,20",,,"3924,20","DPS-59"
"Équipe Denis Coderre pour Montréal",2014-07-08,"D.A.S. Provincial sur salaires","7005,93",,,"7005,93","DPS-58"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Jennifer Crane Frais honoraires période 1 au 14 juillet 2014","2850,00","142,50","284,29","3276,79","DRS-69"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Salaire","2459,97",,,"2459,97","DRS-65"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Salaire","584,15",,,"584,15","DRS-66"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Salaire","550,86",,,"550,86","DRS-67"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Salaire","468,17",,,"468,17","DRS-68"
"Équipe Denis Coderre pour Montréal",2014-07-14,"Salaire","714,98",,,"714,98","DRS-77"
"Équipe Denis Coderre pour Montréal",2014-07-17,"Apple Store Carrefour Laval (Système informatique) 3035 boul. Carrefour Laval local C148 Laval (Qc) H7T 1C8","9443,71","472,19","942,01","10857,91","DRS-60"
"Équipe Denis Coderre pour Montréal",2014-07-21,"C.A.C. Entrepreneur Électricien Inc. 3158 boul. Le Corbusier Laval (Qc) H7L 4S8","1055,24","52,76","105,26","1213,26","DRS-71"
"Équipe Denis Coderre pour Montréal",2014-07-21,"LDMA Les Distributions de Murs Architecturaux 4062 Boul. Le Corbusier Laval (Qc) H7L 5R2","5940,00","297,00","592,52","6829,52","DRS-70"
"Équipe Denis Coderre pour Montréal",2014-07-26,"paie brute semaine terminée le 26 juillet 2014","384,00",,,"384,00",
"Équipe Denis Coderre pour Montréal",2014-07-26,"paie brute semaine terminée le 26 juillet 2014","8320,73",,,"8320,73",
"Équipe Denis Coderre pour Montréal",2014-07-29,"Robert Richard CPA, CA Honoraires professionnels Période du 4 au 25 juillet 2014","862,50","43,13","86,03","991,66","DRS-74"
"Équipe Denis Coderre pour Montréal",2014-07-31,"CBCOMO Inc. (Claude Bricault) Hon. Sem. 2 au 23 juin 2014","2299,00","114,95","229,33","2643,28","DRS-78"
"Équipe Denis Coderre pour Montréal",2014-07-31,"Fournitures de Bureau Denis, 2990, boul. Le Corbusier, Laval (Qc) H7L 3M2","594,80","29,74","59,33","683,87","DRS-81"
"Équipe Denis Coderre pour Montréal",2014-07-31,"Gestions Planeta s.e.c., 1100, boul. Crémazie Est, Montréal (Qc) H2P 2X2","309,55","15,48","30,88","355,91","DRS-82"
"Équipe Denis Coderre pour Montréal",2014-07-31,"Gilbert Decoste Pour le local au 1100 Crémazie Est #207 Remboursement (Apple Store, Carrefour Laval)","2642,39","132,12","263,58","3038,09","DRS-76"
"Équipe Denis Coderre pour Montréal",2014-07-31,"Jennifer Crane Frais honoraires période 1 au 14 juillet 2014","2850,00","142,50","284,29","3276,79","DRS-79"
"Équipe Denis Coderre pour Montréal",2014-08-09,"paie brute semaine terminée le 9 août 2014","384,00",,,"384,00",
"Équipe Denis Coderre pour Montréal",2014-08-09,"paie brute semaine terminée le 9 août 2014","8320,73",,,"8320,73",
"Équipe Denis Coderre pour Montréal",2014-08-10,"Vidéotron, CP 11078, Succ. Centre Ville, Montréal (Qc) H3C 5B7","251,43","12,57","25,08","289,08","DRS-83"
"Équipe Denis Coderre pour Montréal",2014-08-14,"D.A.S. Provincial & Fédéral sur salaires","3898,81",,,"3898,81","DRS-84a-84b"
"Équipe Denis Coderre pour Montréal",2014-08-18,"CBCOMCO Inc., 5650, rue d'Orléans, Montréal (Qc) H1X 2L3","1737,32","86,87","173,30","1997,48","DRS-89"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Équipe Denis Coderre pour Montréal, Petire Caisse, 1100, boul. Crémazie Est, local #207, Montréal (Qc) H2P 2X2","257,13","12,86","25,65","295,64","DRS-85"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Équipe Denis Coderre pour Montréal, Petire Caisse, 1100, boul. Crémazie Est, local #207, Montréal (Qc) H2P 2X2","225,26","11,26","22,47","258,99","DRS-86"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Fournitures de Bureau Denis, 2990, boul. Le Corbusier, Laval (Qc) H7L 3M2","915,22","45,76","91,29","1052,27","DRS-93"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Fournitures de Bureau Denis, 6900, boul. Gouin Est #1406, Montréal-Nord (Qc) H1G 6L9","158,96","7,95","15,86","182,76","DRS-88"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Gestions Planeta s.e.c., 1100, boul. Crémazie Est, local #203, Montréal (Qc) H2P 2X2","309,55","15,48","30,88","355,91","DRS-91"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Jennifer Crane","1425,01","71,25","142,14","1638,40","DRS-87"
"Équipe Denis Coderre pour Montréal",2014-08-18,"Mme Claudia Olga Ouamabia","3366,31","168,32","335,79","3870,42","DRS-90"
"Équipe Denis Coderre pour Montréal",2014-08-22,"CBCOMCO Inc., 5650, rue d'Orléans, Montréal (Qc) H1X 2L3","3500,75","175,04","349,20","4024,99","DRS-95"
"Équipe Denis Coderre pour Montréal",2014-08-22,"Jennifer Crane","2850,00","142,50","284,29","3276,79","DRS-99"
"Équipe Denis Coderre pour Montréal",2014-08-27,"Logi K, 2535, Boul. Des Mille-Iles, Laval (Qc) H7J 1E6","11250,00","562,50","1122,19","12934,69","DRS-96"
"Équipe Denis Coderre pour Montréal",2014-08-28,"Agence Media Équation Humaines Inc., 1751, rue Richardson, bureau 4400, Montréal (Qué) H3K 1G5","9000,00","450,00","897,75","10347,75","DRS-97"
"Équipe Denis Coderre pour Montréal",2014-09-03,"Videotron, CP 11078 Succ. Centre-Ville, Montréal (Qc) H3C 5B7","251,17","12,56","25,05","288,78","DRS-102"
"Équipe Denis Coderre pour Montréal",2014-09-09,"James Forest","1908,90","95,45","190,41","2194,76","DRS-103"
"Équipe Denis Coderre pour Montréal",2014-09-09,"Salaire","95,00",,,"95,00","DRS-135"
"Équipe Denis Coderre pour Montréal",2014-09-10,"Prélèvement automatique, Centre de Service de paie CGI Inc., 1611, boul. Crémazie Est, 7e étages, Montréal (Qc) H2M 2P2, Période du 25 août au 6 septembre 2014","9685,66","0,00","0,00","9685,66","DRS-98"
"Équipe Denis Coderre pour Montréal",2014-09-10,"Prélèvement automatique, Centre de Service de paie CGI Inc., 1611, boul. Crémazie Est, 7e étages, Montréal (Qc) H2M 2P2, Période du 7 au 20 septembre 2014","9685,66","0,00","0,00","9685,66","DRS-107"
"Équipe Denis Coderre pour Montréal",2014-09-12,"Claudia Olga Ouamabia","3016,26","150,81","300,87","3467,94","DRS-100"
"Équipe Denis Coderre pour Montréal",2014-09-12,"Jennifer Crane","2565,00","128,25","255,86","2949,11","DRS-101"
"Équipe Denis Coderre pour Montréal",2014-09-12,"Roger Boucher","540,77","27,04","53,94","621,75","DRS-104"
"Équipe Denis Coderre pour Montréal",2014-09-15,"3-D Rénovation, 3853 Fafard, Chomedey (Qc) H7T 1X9, Insonorisation fact #2012117","3455,46","172,77","344,68","3972,92","DRS-110"
"Équipe Denis Coderre pour Montréal",2014-09-15,"C.A.C. Entrepreneur Électricien Inc., 3158, boul Le Corbusier, Laval (Qc), H7L 4S8, Modification éclairage dans le corridor.","359,97","18,00","35,91","413,87","DRS-109"
"Équipe Denis Coderre pour Montréal",2014-09-15,"Le Devoir Inc., 2050, rue de Bleury, 9e étage, Montréal (Qc) H3A 3M9, Abonnement / fact. AB 46262","166,73","8,34","16,63","191,70","DRS-106"
"Équipe Denis Coderre pour Montréal",2014-09-21,"CVS Système de Sécurité de Haute Technologie 6165, rue Couture St-Léonard (Qc) H1P 3G7 Fact. 16648","2185,01","109,25","217,95","2512,21","DRS-133"
"Équipe Denis Coderre pour Montréal",2014-09-22,"Logi K, 2535, boul. Des Mille-Iles, Laval (Qc) H7J 1E6, Fact. #1052 , Site Web (hébergement démocratik entente pour janvier à août inclus transfert de données","1665,01","83,25","166,08","1914,34","DRS-108"
"Équipe Denis Coderre pour Montréal",2014-09-26,"Jennifer Crane, Honoraire du 2 au 14 septembre 2014","2850,00","142,50","284,29","3276,79","DRS-112"
"Équipe Denis Coderre pour Montréal",2014-09-29,"Gestion Planeta s.e.c., 1100, boul. Crémazie Est bureau 203 Montréal (Qc) H2P 2X2 Stationnement","326,75","16,34","32,59","375,68","DRS-136"
"Équipe Denis Coderre pour Montréal",2014-09-30,"Barreau du Québec Souscription de Stefan Hoffman Cotisation annuelle","687,92","34,40","68,62","790,94","DRS-115"
"Équipe Denis Coderre pour Montréal",2014-09-30,"Barreau du Québec Souscription de Stefan Hoffman Fonds Assurance responsabilité","511,94","25,60","51,07","588,60","DRS-115"
"Équipe Denis Coderre pour Montréal",2014-09-30,"CBCOMO Inc. (Claude Bricault), Hon. Sem. 1 au 29 septembre 2014","3317,88","165,89","330,96","3814,73","DRS-113"
"Équipe Denis Coderre pour Montréal",2014-09-30,"Claudia Ouamabia, Hon. Du 24 août au 27septembre 2014","5978,81","298,94","596,39","6874,14","DRS-114"
